age,agebucket,bookingplatform,booklongname,bookshortname,boref,botimestamp,boversion,business,businesstimezone,cancellationcashinstructionstatus,cancellationstockinstructionstatus,cashopenamt,cptyaccountingtype,cptyshortname,cusip,denominationcurrencycode,diarybotimestamp,diarycategory,diaryfailedreasoncode,diarynarrative,diaryupdatedby,direction,entityshortname,entitytype,faileddays,failedreason,forefnonunique,fullcashsettlementdate,fullinstrumentsettlementdate,fullsettlementdate,generalnarrative,instrumentname,instrumenttype,instrumenttypelevel2,instrumenttypelevel3,integrationstatus,isenriched,isin,isinternalsettlement,isinternaltrade,ismarketfacing,istradeactive,latestfailstatusactivity,market,marketoftrade,matchingstatus,modificationtimestamp,netconsiderationinbasecurrency,netconsiderationinbasecurrencyamount,opensettlementamt,opentradedquantity,operation,origin,ourdepot,ourdepotaccount,ournostro,ournostroaccount,parent,pbflow,pcs_cptyssi,pcs_entitydepotnostroacc,pcs_entityssi,pis_cptyssi,pis_entitydepotnostroacc,pis_entityssi,placeofsafekeeping,pricashoriginalamt,principal,priorityindicator,pristockoriginalamt,quantity,reportinterval,seccashoriginalamt,secstockoriginalamt,sedol,settbiccode,settdenominationamount,settdenominationcurrencycode,settlementamount,settlementconvention,settlementcurrencycode,settlementdepotcountry,settlementstatus,settlementterms,settlementtimestamp,settlementtype,stockdirection,stockinstructionexternalreason,stockinstructionexternalreasontype,stockinstructionexternalstatus,stockinstructionexternalstatustype,stockinstructionformat,stockinstructionnarrative,stockinstructionstatus,stockisacknowledged,stockopenamt,stockoperationalgroup,summarysettlementstatus,swiftcashreceiveref,swiftcashref,swiftdeliverref,swiftreceiveref,taskaction,taskage,taskbotimestamp,taskcreatedate,taskdescription,taskduedate,taskid,taskmodificationtimestamp,taskrole,taskstatus,tasktype,theirdepot,theirdepotaccount,theirnostro,theirnostroaccount,tradecategory,tradedate,tradedcurrencycode,tradedprice,tradereason,tradername,tradestate,tradestatus,tradesubtype,tradetimestamp,tradetype,tradetypecategory,updatedby,updateddatetime,valuedate
,,,Repo MTM 94845,Repo MTM 94845,387436969,2023-03-23 13:00:01.026 +0530,1,FI Financing,Europe/London,,,,ExternalCounterparty,Citibank-Omnibus ALD,,EUR,,,,,,Deliver,Barclays Bank PLC,FI,,,2LHPNQ,,,,,IXGR 1 1/8 06/24/26,Debt,,,STP,TRUE,XS2194283672,,,,TRUE,,FI-EMEA Domestic,,Unmatched,2023-03-23 13:00:01.026 +0530,,,,300000,Delivery,FISS,,34797,,,387417339,,,,,000000759662/S05392686,743766,C001/100002032758,,,279912.81,,300000,300000,,,,BJK0Q48,MGTCBEBEECL,0,EUR,,GermanyDebt,EUR,,Pending,FOP,,TransactionSettlementType,Deliver,,,,,,,,,300000,ICSDFI,Open,,,,,,,,,,,,,,,,,20101,,,Financing,2023-03-22 13:00:01.026 +0530,EUR,1,,EWA,StockOnly,New,StockVsFee,2023-03-23 13:00:01.026 +0530,StockBorrowCloseStockOnlyMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,ARTS 1,ARTS 1,39362,2023-03-23 13:00:01.026 +0530,1,FI Financing,Europe/London,,,,ExternalCounterparty,Winterflood Securiti,912810EX2,USD,,,,,,Receive,Barclays Bank PLC,,,,2SXIUK,,,,,T 6 3/4 08/15/26,Debt,,,STP,TRUE,US912810EX29,,,,TRUE,,,,Unmatched,2023-03-23 13:00:01.026 +0530,,,,1000000,Receipt,FISS,The Bank of New York,BGB,,,28507,,,,,000000794281/S00160710,743735,C001/100002228346,,,1090000,,1000000,1000000,,,,2942434,FRNYUS33,0,USD,,USDebt,USD,US,Pending,FOP,,TransactionSettlementType,Receive,,,,,,,,,1000000,MSOFED,Open,,,,,,,,,,,,,,,,Federal Reserve Bank,312690,,,Financing,2023-03-22 13:00:01.026 +0530,USD,109,,,StockOnly,New,StockVsFee,2023-03-23 13:00:01.026 +0530,StockLoanCloseStockOnlyMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,ARTS 1,ARTS 1,39355,2023-03-23 13:00:01.026 +0530,1,FI Financing,Europe/London,,,,ExternalCounterparty,Winterflood Securiti,912810EX2,USD,,,,,,Receive,Barclays Bank PLC,,,,2SXIUQ,,,,,T 6 3/4 08/15/26,Debt,,,STP,TRUE,US912810EX29,,,,TRUE,,,,Unmatched,2023-03-23 13:00:01.026 +0530,,,,1000000,Receipt,FISS,The Bank of New York,BGB,,,26224,,,,,000000794281/S00160710,743735,C001/100002228346,,,1090000,,1000000,1000000,,,,2942434,FRNYUS33,0,USD,,USDebt,USD,US,Pending,FOP,,TransactionSettlementType,Receive,,,,,,,,,1000000,MSOFED,Open,,,,,,,,,,,,,,,,Federal Reserve Bank,312690,,,Financing,2023-03-22 13:00:01.026 +0530,USD,109,,,StockOnly,New,StockVsFee,2023-03-23 13:00:01.026 +0530,StockLoanCloseStockOnlyMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,Investment Grade Banking_Repo MTM,Investment Grade Ban,166436,2023-03-23 13:00:01.026 +0530,1,Cash Business,Europe/London,,,4684790.4,ExternalCounterparty,Banco Bilbao Vizcaya,,EUR,,,,,,Receive,Barclays Bank PLC,FI,,,3FOVUE,,,,,SWEA 3 5/8 08/23/32,Debt,,,STP,TRUE,XS2522879654,,,,TRUE,,FI-ICSD,,Unmatched,2023-03-23 13:00:01.026 +0530,GBP,-4015075.76,4684790.4,5000000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,165405,,000000789347/S09299401,8525491,C001/100002032762,000000789347/S09299401,743766,C001/100002032758,,4684790.4,4650000,,5000000,5000000,,,,BJLVTV8,MGTCBEBE,0,EUR,4684790.4,SwedenDebt,EUR,LU,Pending,DVP,,TransactionSettlementType,Receive,,,,,,,,,5000000,ICSDFI,Open,,,,AP00000166436Q1,,,,,,,,,,,,,43352,,43352,Financing,2023-03-22 13:00:01.026 +0530,EUR,93,,,NotNetted,New,NoneNoSubTranType,2023-03-23 13:00:01.026 +0530,RepoCloseStockAndCashMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,GBP Liability funding,GBP Liability fundin,168448,2023-03-23 13:00:01.026 +0530,1,FI Financing,Europe/London,,,,ExternalCounterparty,Banco Bilbao Vizcaya,10569FAG3,USD,,,,,,Receive,Barclays Bank PLC,FI,,,3FOVWT,,,,,BRAVO 2022NQM1 B3,Debt,,,STP,TRUE,US10569FAG37,,,,TRUE,,FI-ICSD,,Unmatched,2023-03-23 13:00:01.026 +0530,,,,5000000,Receipt,FISS,Clearstream (CSD),15930,,,166438,,,,,000000789347/S09393504,743755,C001/100002032777,,,5006560.19,,5000000,5000000,,,,,CEDELULLXXX,0,USD,,USDebt,USD,LU,Pending,FOP,,TransactionSettlementType,Receive,,,,,,,,,5000000,ICSDFI,Open,,,,,,,,,,,,,,,,Clearstream (CSD),80860,,,Financing,2023-03-22 13:00:01.026 +0530,USD,100.1312038,,,StockOnly,New,StockVsFee,2023-03-23 13:00:01.026 +0530,StockLoanCloseStockOnlyMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,5 Banking_Repo MTM,5 Banking_Repo MTM,480553319,2023-03-23 13:00:01.026 +0530,1,FI Financing,Europe/London,,,25035750,InternalCounterparty,BCSL PB-LMR CCSA MF,D2R8H4FY0,EUR,,,,,,Receive,Barclays Bank PLC,FI,,,3IQMQZ,,,,,OBL 0 04/10/26,Debt,,,STP,TRUE,DE0001141836,,TRUE,,TRUE,,FI-ICSD,,Unmatched,2023-03-23 13:00:01.026 +0530,GBP,-20859648.39,25035750,1000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,480552304,,000008809816/S08108465,8525491,C001/100002032762,000008809816/S08108465,743766,C001/100002032758,,25035750,25035750,,1000,1000,,,,BMY5YC4,ZYAFGB30XXX,0,EUR,25035750,GermanyDebt,EUR,LU,Pending,DVP,,TransactionSettlementType,Receive,,,,,,,,,1000,ICSDFI,Open,,,,,,,,,,,,,,,,,21057,,21057,Financing,2023-03-22 13:00:01.026 +0530,EUR,2503575,,,NotNetted,New,StockVsCashCollateral,2023-03-23 13:00:01.026 +0530,StockLoanCloseStockAndCashMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,Repo MTM 94845,Repo MTM 94845,480553333,2023-03-23 13:00:01.026 +0530,1,FI Financing,Europe/London,,,88157.36,InternalCounterparty,BCSL PB Diameter  BZ,T53246AB9,EUR,,,,,,Receive,Barclays Bank PLC,FI,,,3IQMRK,,,,,IGIM 2 1/8 11/28/24,Debt,,,STP,TRUE,XS2084425466,,TRUE,,TRUE,,FI-ICSD,,Unmatched,2023-03-23 13:00:01.026 +0530,GBP,-77843.14,88157.36,100000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,480552334,,000007834311/S06322921,8525491,C001/100002032762,000007834311/S06322921,743766,C001/100002032758,,88157.36,88157.36,,100000,100000,,,,BL5L747,ZYAFGB30XXX,0,EUR,88157.36,ItalyDebt,EUR,LU,Pending,DVP,,TransactionSettlementType,Receive,,,,,,,,,100000,ICSDFI,Open,,,,,,,,,,,,,,,,,21057,,21057,Financing,2023-03-22 13:00:01.026 +0530,EUR,88.15736,,,NotNetted,New,StockVsCashCollateral,2023-03-23 13:00:01.026 +0530,StockLoanCloseStockAndCashMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,5 Banking_Repo MTM,5 Banking_Repo MTM,480556347,2023-03-23 13:00:01.026 +0530,1,FI Financing,Europe/London,,,26383164.05,InternalCounterparty,BCSL PB-Marshall Eur,D2R8H4FY0,EUR,,,,,,Receive,Barclays Bank PLC,FI,,,3IQMSI,,,,,OBL 0 04/10/26,Debt,,,STP,TRUE,DE0001141836,,TRUE,,TRUE,,FI-ICSD,,Unmatched,2023-03-23 13:00:01.026 +0530,GBP,-21599896.41,26383164.05,2000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,480553440,,000009045187/S08791952,8525491,C001/100002032762,000009045187/S08791952,743766,C001/100002032758,,26383164.05,25035750,,2000,2000,,,,BMY5YC4,ZYAFGB30XXX,0,EUR,26383164.05,GermanyDebt,USD,LU,Pending,DVP,,TransactionSettlementType,Receive,,,,,,,,,2000,ICSDFI,Open,,,,,,,,,,,,,,,,,21057,,21057,Financing,2023-03-22 13:00:01.026 +0530,EUR,1251787.5,,,NotNetted,New,StockVsCashCollateral,2023-03-23 13:00:01.026 +0530,StockLoanCloseStockAndCashMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,5 Banking_Repo MTM,5 Banking_Repo MTM,480556342,2023-03-23 13:00:01.026 +0530,1,FI Financing,Europe/London,,,25035750,InternalCounterparty,BCSL PB-Marshall Eur,D2R8H4FY0,EUR,,,,,,Receive,Barclays Bank PLC,FI,,,3IQMRD,,,,,OBL 0 04/10/26,Debt,,,STP,TRUE,DE0001141836,,TRUE,,TRUE,,FI-ICSD,,Unmatched,2023-03-23 13:00:01.026 +0530,GBP,-21827157.8,25035750,2000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,480552307,,000009045187/S08791952,8525491,C001/100002032762,000009045187/S08791952,743766,C001/100002032758,,25035750,25035750,,2000,2000,,,,BMY5YC4,ZYAFGB30XXX,0,EUR,25035750,GermanyDebt,EUR,LU,Pending,DVP,,TransactionSettlementType,Receive,,,,,,,,,2000,ICSDFI,Open,,,,,,,,,,,,,,,,,21057,,21057,Financing,2023-03-22 13:00:01.026 +0530,EUR,1251787.5,,,NotNetted,New,StockVsCashCollateral,2023-03-23 13:00:01.026 +0530,StockLoanCloseStockAndCashMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,5 Banking_Repo MTM,5 Banking_Repo MTM,480565277,2023-03-23 13:00:01.026 +0530,1,FI Financing,Europe/London,,,25035750,InternalCounterparty,BCSL PB-LMR CCSA MF,D2R8H4FY0,EUR,,,,,,Receive,Barclays Bank PLC,FI,,,3IVEXA,,,,,OBL 0 04/10/26,Debt,,,STP,TRUE,DE0001141836,,TRUE,,TRUE,,FI-ICSD,,Unmatched,2023-03-23 13:00:01.026 +0530,GBP,-20859648.39,25035750,1000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,480560497,,000008809816/S08108465,8525491,C001/100002032762,000008809816/S08108465,743766,C001/100002032758,,25035750,25035750,,1000,1000,,,,BMY5YC4,ZYAFGB30XXX,0,EUR,25035750,GermanyDebt,EUR,LU,Pending,DVP,,TransactionSettlementType,Receive,,,,,,,,,1000,ICSDFI,Open,,,,,,,,,,,,,,,,,21057,,21057,Financing,2023-03-22 13:00:01.026 +0530,EUR,2503575,,,NotNetted,New,StockVsCashCollateral,2023-03-23 13:00:01.026 +0530,StockLoanCloseStockAndCashMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
,,,Repo MTM 94845,Repo MTM 94845,480579518,2023-03-23 13:00:01.026 +0530,1,FI Financing,Europe/London,,,88157.36,InternalCounterparty,BCSL PB Diameter  BZ,T53246AB9,EUR,,,,,,Receive,Barclays Bank PLC,FI,,,3JADAL,,,,,IGIM 2 1/8 11/28/24,Debt,,,STP,TRUE,XS2084425466,,TRUE,,TRUE,,FI-ICSD,,Unmatched,2023-03-23 13:00:01.026 +0530,GBP,-77843.14,88157.36,100000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,480574352,,000007834311/S06322921,8525491,C001/100002032762,000007834311/S06322921,743766,C001/100002032758,,88157.36,88157.36,,100000,100000,,,,BL5L747,ZYAFGB30XXX,0,EUR,88157.36,ItalyDebt,EUR,LU,Pending,DVP,,TransactionSettlementType,Receive,,,,,,,,,100000,ICSDFI,Open,,,,,,,,,,,,,,,,,21057,,21057,Financing,2023-03-22 13:00:01.026 +0530,EUR,88.15736,,,NotNetted,New,StockVsCashCollateral,2023-03-23 13:00:01.026 +0530,StockLoanCloseStockAndCashMovement,,by FISS,,2023-03-23 13:00:01.026 +0530
